
                           PyRate - 20170222

           Bayesian estimation of speciation and extinction
                  rates from fossil occurrence data        

               Daniele Silvestro, Jan Schnitzler et al.
                        pyrate.help@gmail.com




The analysis includes 3215 species (0 were excluded)
Using Gamma priors on the birth-death rates (G_l[1.1,1.1], G_m[1.1,1.1]).


DATA SUMMARY

3215 species included in the data set
2580 species have a single occurrence, 44 species are extant
4828 fossil occurrences (1 replicates), ranging from 307.605 (+/- 0.0) to 0.001 (+/- 0.0) Ma

Taxon	FA	LA
Hadronema_cinerescens	35.475	35.475	
Haenbea_badamgaravae	167.944	145.439	
Halajaphis_siphonosetae	37.638	37.638	
Hallakkungis_amisanus	225.611	225.611	
Hallex_brevipes	120.676	120.676	
Hallex_gongrogony	114.328	114.328	
Hallex_gracilior	116.798	116.798	
Hallex_laticeps	113.161	113.161	
Hallex_xestocephalus	120.389	120.389	
Hallodapomimus_antennatus	37.206	37.206	
Hallodapomimus_elektrinus	34.912	34.444	
Hallodapomimus_krzeminskiorum	35.517	35.517	
Hallodapomimus_succinus	36.707	36.707	
Halobates_ruffoi	44.35	44.35	
Halobatinae	11.948	11.948	
Halonatusivena_nervosus	128.267	123.566	
Halonatusivena_shii	128.904	123.349	
Halovelia_electrodominica	20.392	20.392	
Halynoides_brunneus	3.428	3.428	
Halys_bruckmanni	12.355	11.903	
Halys_spectabilis	11.763	11.763	
Hammanococcus	129.584	129.584	
Hammanococcus_setosus	125.482	125.482	
Hammapteryx_anglica	44.32	44.32	
Hammapteryx_ceryniiformis	46.5	46.5	
Hammapteryx_eocenicus	58.273	58.273	
Hammapteryx_lepidoides	46.846	46.846	
Hammapteryx_reticulata	49.129	49.129	
Hammapteryx_tripunctata	47.827	47.827	
Harmostites_oeningensis	11.698	11.698	
Harpactor_bruckmanni	11.761	11.761	
Harpactor_chomeraciensis	7.54	7.54	
Harpactor_constrictus	12.308	12.308	
Harpactor_gracilis	11.879	11.879	
Harpactor_longipes	12.362	12.362	
Harpactor_maculipes	12.454	12.454	
Harpactor_obsoletus	11.648	11.648	
Hastites_muiri	34.512	34.512	
Hebeicercopis_triangulata	165.17	165.17	
Hebeicoris_longa	157.662	157.662	
Hebeicoris_luanpingensis	162.9	162.9	
Hebeicoris_xinboensis	134.408	134.408	
Heeralydus_bucculatus	11.936	11.936	
Heeria_foeda	35.97	35.97	
Heeria_gulosa	36.999	35.982	
Heeria_lapidosa	35.067	35.052	
Heidea_cretacica	129.763	129.763	
Heissiana_serafini	36.847	35.085	
Heleonaucoris_maculipennis	160.287	160.287	
Hemiptera	270.803	0.017	
Hemitriecphora_strongii	0.001	0.001	
Henriksenopterix_paucistriata	51.798	51.798	
Heseneuma_hammelburgensis	243.268	243.268	
Heterochterus_timmsii	215.422	210.192	
Heterocordylus	25.05	25.05	
Heterogaster	28.065	12.313	
Heterogaster_antiquus	27.182	25.956	
Heterogaster_breviscutatus	23.35	23.35	
Heterogaster_famosus	31.236	31.236	
Heterogaster_pumilio	28.0	23.93	
Heterogaster_radobojanus	33.069	12.146	
Heterogaster_redivivus	12.098	12.098	
Heterogaster_sundgoviensis	30.685	29.065	
Heterogaster_troglodytes	12.528	12.528	
Heterogasterinae	28.19	28.19	
Heterojassus_membranaceus	217.153	217.153	
Heteromargarodes_hukamsinghi	48.312	48.312	
Heteronella_marksei	210.353	210.353	
Heteroptera	242.868	0.064	
Heterotrioza_grimaldii	18.126	18.126	
Hexaphlebia_burmanica	94.019	94.019	
Hexascytina_tillyardi	221.397	212.851	
Hirtaprosbole_erromera	165.249	159.019	
Hispanocader_lisae	111.155	111.155	
Hodgsonicoccus_patefactus	128.494	128.494	
Hoffeinsia_foldii	36.689	34.216	
Hoffeinsoria_robusta	36.977	36.977	
Holmaniella_papillata	119.662	119.662	
Homaloscytina_plana	253.957	252.763	
Homoeocerus_attenuatus	15.272	15.272	
Homoptera	252.245	8.94	
Homopterites_anglicus	207.917	207.917	
Homopteron_hahni	141.518	141.518	
Homopterulum	142.022	142.022	
Homopterulum_jelli	117.932	113.876	
Homopterulum_signoretii	140.549	140.549	
Hongocallis_clypeolata	54.355	54.355	
Hoploridium_dollingi	122.442	113.102	
Hovatlas_invaginatus	0.008	0.008	extant
Huabeicercopis_yangi	157.418	157.418	
Huatingicorixa_laozhuanensis	130.56	130.56	
Huaxiacallites_reptantes	48.657	48.657	
Huaxiaphis_gracilicornuta	55.271	55.271	
Hunanilarva_micra	170.41	170.41	
Hyalesthes_rottensis	24.078	24.078	
Hydrometra_groehni	35.092	35.092	
Hydrometridae	37.084	37.084	
Hylaeoneura_lignei	127.544	127.544	
Hylicella_colorata	210.254	210.254	
Hylicellites_reducta	223.595	223.595	
Hymenarcys_cridlandi	15.406	15.406	
Hymenopterites_deperditus	63.169	63.169	
Hypocimex_membranaceus	182.286	182.286	
Hypocixius_oblitescens	56.217	56.217	
Hypselonotus_lavateri	12.568	12.568	
Hypselosoma_dominicana	19.522	19.522	
Hypsipteryx_hoffeinsorum	34.348	34.348	
Iberofoveopsis_miguelesi	106.097	106.097	
Iberonepa	140.992	129.699	
Iberonepa_roemerali	126.271	126.271	
Ichnomnematus_hadromastigus	14.414	14.414	
Idiocerus	27.577	27.577	
Idiocerus_goeckei	25.609	25.609	
Ignotala	252.933	252.933	
Ignotala_mirifica	253.587	253.587	
Ignotingis_mirifica	123.054	123.054	
Ijacossus_suchanovae	181.294	181.294	
Ijanecta_angarica	177.865	177.865	
Ilahulgabalus_endaidus	127.755	127.755	
Ildavia_incompleta	133.702	133.702	
Ildavia_shcherbakovi	131.052	131.052	
Ilerdocossus_beipiaoensis	125.899	125.899	
Ilerdocossus_exiguus	127.264	127.264	
Ilerdocossus_fengningensis	129.246	127.123	
Ilerdocossus_hui	128.059	128.059	
Ilerdocossus_ningchengensis	123.171	123.171	
Ilerdocossus_pingquanensis	126.859	126.859	
Ilerdocossus_pulcherrima	129.275	129.275	
Ilerdocossus_villaltai	128.026	128.026	
Ilyocoris_rottensis	28.396	23.522	
Incertametra_santanensis	121.881	113.251	
Indutionomarus_treveriorum	182.173	182.173	
Ingruidae	269.64	269.64	
Ingruo_inopinata	268.935	268.935	
Ingruo_insperata	272.014	272.014	
Ingruo_lanceolata	269.812	269.812	
Ingruo_smolenskyi	272.265	272.265	
Inka_minuta	85.429	85.154	
Intercader_saxonicus	37.011	37.011	
Intercader_uniseriatus	36.998	36.998	
Intercader_velteni	36.35	36.35	
Intercader_weitschati	37.065	37.065	
Ipsvicia_acutipennis	215.698	215.698	
Ipsvicia_jonesi	223.858	223.858	
Ipsvicia_langenbergensis	210.604	210.604	
Ipsvicia_maculata	221.669	221.669	
Ipsviciella_asiatica	206.138	192.254	
Ipsviciidae	271.992	245.19	
Ipsvicioides_minimus	228.844	228.844	
Ipsviciopsis_elegans	218.328	218.328	
Ipsviciopsis_magna	214.317	214.317	
Irkutonecta_longiclavalis	177.457	176.287	
Isaraselis_cladiva	54.289	54.289	
Ischnocoris_bitoratus	182.06	182.06	
Ischnodemus_rottensis	26.96	26.96	
Ischyopteron_suprajurense	146.851	146.851	
Isometopsallops_schuhi	36.165	36.165	
Issites_glaber	46.992	46.992	
Ivaia	270.79	270.79	
Ivaia_indistincta	271.633	271.213	
Ivaia_procercopoides	269.592	269.592	
Ivaiinae	269.847	269.847	
Izinabis_kerzhneri	127.073	127.073	
Jadera_interita	50.289	50.289	
Jantardakhia_electri	84.122	84.122	
Jantaritambia_loculata	35.351	35.351	
Jantaritambia_serafini	35.561	35.561	
Jantaritambiini	37.235	37.235	
Jantarivacanthus_kotejai	37.199	37.199	
Jascopus_notabilis	76.705	76.705	
Jassites_punctatus	142.273	142.273	
Jassopsis_evidens	35.118	35.118	
Jassoqualus_hispaniolensis	18.565	18.565	
Jassus_immersus	37.116	37.116	
Jassus_latebrae	36.316	36.316	
Jassus_spinicornis	34.731	34.731	
Jersaphis_luzzii	92.865	92.865	
Jersicoccus_kurthi	90.111	90.111	
Jiania_crebra	158.626	158.626	
Jiania_gracila	160.808	160.808	
Jibeicossus_qingshilaense	129.586	129.586	
Jiphara_reticulata	120.347	120.347	
Jiphara_wangi	116.725	116.725	
Jiulongshanocorixa_genuina	160.574	160.574	
Jordanofulvius_electrinus	36.473	36.473	
Jordanofulvius_fuscus	37.27	35.269	
Jordanofulvius_gummosus	36.716	36.716	
Jordanofulvius_klebsi	37.668	37.668	
Jordanofulvius_punctiger	35.362	35.362	
Juleyrodes	165.333	165.333	
Juleyrodes_gilli	125.08	122.598	
Juleyrodes_visnyai	161.22	161.22	
Juracipeda_popovi	150.29	150.29	
Juraphididae	125.088	124.326	
Juraphis_crassipes	165.66	157.419	
Juraphis_karataviensis	165.761	165.761	
Jurategia_laticlavalis	149.284	147.083	
Jurategia_yaoi	145.222	145.222	
Jurocallis_longipes	160.14	160.14	
Jurocercopis_grandis	158.514	158.514	
Jutlandicoccus_pauper	36.356	36.356	
Jutlandicoccus_perfectus	36.174	36.174	
Kaltanaphis_permiensis	269.341	269.341	
Kaltanetta_nigra	272.038	271.505	
Kaltanetta_pallida	270.146	270.146	
Kaltanocicada_dunstanioides	271.495	271.495	
Kaltanopibrocha_boreoscytinoides	269.044	269.044	
Kaltanopsis_ornata	271.663	271.042	
Kaltanoscyta_reticulata	270.406	270.406	
Kaltanoscytina_latistigmata	272.63	272.63	
Kaltanoscytina_nigra	269.36	269.36	
Kaltanoscytina_pospelovi	271.903	271.903	
Kaltanospes_elongata	270.29	270.279	
Kaltanospes_kuznetskiensis	271.109	269.09	
Karabasia_caudata	169.735	169.735	
Karabasia_constellata	132.885	132.885	
Karabasia_evansi	149.759	148.612	
Karabasia_jeneiseica	167.14	167.14	
Karabasia_kovalevi	169.249	169.249	
Karabasia_paucinervis	154.565	154.565	
Karabasia_plana	168.618	168.618	
Karabasiidae	125.176	125.176	
Karajassus_crassinervis	161.026	161.026	
Karanabis_kiritshenkoi	157.758	157.758	
Karataviella	122.786	122.786	
Karataviella_borzhensis	161.512	161.512	
Karataviella_brachyptera	165.281	157.377	
Karataviella_macra	161.507	161.507	
Karataviella_pontoforma	123.72	123.72	
Karataviella_popovi	163.335	163.335	
Karataviella_samkhakensis	160.454	159.572	
Karataviella_shandongensis	124.954	124.954	
Karataviella_stolida	159.456	159.456	
Karatavopsyllidium	164.886	164.886	
Karatavopsyllidium_asiaticum	159.607	159.607	
Karatavopsyllidium_auliense	165.061	165.061	
Karatavopsyllidium_martynovi	166.09	166.09	
Karebodopoides_aptianus	128.628	128.628	
Kemobius_lux	170.101	170.101	
Kerjiecoris_oopsis	210.989	210.989	
Kerjieprosbole_stigmatis	215.846	215.846	
Kezuocoris_liaoningensis	118.128	118.128	
Khatangaphis_rohdendorfi	93.998	93.998	
Khatangaphis_sibirica	84.002	84.002	
Khotontaphis_lachnoides	123.656	123.656	
Kinnarocixius	122.418	122.418	
Kinnarocixius_quassus	112.781	112.781	
Kisa_fasciata	166.271	166.271	
Kisylia_psylloides	184.021	184.021	
Knezouria_unicus	224.481	224.481	
Kobdocoris_aradinus	115.253	115.253	
Koenigsbergia_herczeki	34.585	34.585	
Kondomoprosbole_picta	269.658	269.658	
Koonwarraphis_rotundafrons	112.935	112.935	
Koteya_luzzii	92.293	92.293	
Kozarius_achronus	98.485	98.485	
Kozarius_perpetuus	99.164	99.164	
Kratosopsylla_uncipoda	122.417	122.417	
Krendelia_ansata	236.595	228.053	
Krocarites_reflexa	17.274	17.274	
Kubecola_guttatus	166.867	166.867	
Kubecora_ignamica	166.55	166.55	
Kuenowicoccus_pietrzeniukae	36.825	33.901	
Kukaspis_usingeri	96.77	96.77	
Kulickamia_jantaris	36.683	36.683	
Kuwayama_dominicana	18.207	18.207	
Labiococcus_joosti	92.75	92.75	
Laccotrephes_robustus	14.999	13.058	extant
Lachnarius_miocaenicus	13.737	13.737	
Lachnus_pectorosus	12.445	12.445	
Lacocorixa_divena	223.694	223.694	
Lacunisbole_ligonis	228.766	228.766	
Lalax	115.466	115.466	
Lalax_mutabilis	118.884	118.884	
Lapicixius_decorus	127.64	127.64	
Lapidopsylla	34.546	34.546	
Lapidopsylla_memoranda	36.689	36.689	
Lapidopsylla_thornessbaya	35.069	35.069	
Lariojaprosbole_melchori	236.729	236.729	
Larssonaphis_obnubila	34.654	34.654	
Latahcoris_spectatus	14.497	14.497	
Latiscutella_santosi	115.229	114.568	
Lavrushinia_elegantula	20.429	20.429	
Leaphis_prima	242.465	242.465	
Lebanaphis_minor	129.894	129.894	
Lebanococcus_longiventris	129.989	129.989	
Lechaea_primigenia	50.076	50.076	
Ledophora_producta	12.439	12.439	
Ledrinae	90.212	90.212	
Leipolygaeus_similis	168.55	168.55	
Lepidoscytina_miaobaoensis	180.484	180.484	
Leptaphelocheirus_lenticulus	164.228	164.228	
Leptocallites_xilutianensis	49.671	49.671	
Leptomimoides_jonasdamzeni	36.412	36.412	
Leptonannus_miocenicus	16.613	16.613	
Leptopharsa_evsyunini	14.667	14.667	
Leptopharsa_frater	16.767	16.767	
Leptopharsa_poinari	15.224	15.224	
Leptopharsa_tacanae	18.17	18.17	
Leptoprosbole_lepida	233.243	233.243	
Leptosalda	15.595	15.595	
Leptosalda_chiapensis	19.056	19.056	
Leptosalda_dominicana	18.85	18.85	
Leptosalda_niarchos	14.74	14.74	
Leptosaldinea_cobbeni	93.855	93.855	
Leptoscelis_humata	29.886	29.886	
Leptoserinetha_navicularis	23.116	23.116	
Lethocerus_americanus	0.009	0.009	extant
Lethocerus_sulcifemoralis	28.183	28.183	
Lethocerus_turgaicus	20.483	20.483	
Lethonectes_naucoroides	193.189	193.189	
Lethopterus_multinervosus	114.53	114.53	
Liadonaucoris_rohdendorfi	184.737	184.737	
Liadonecta_tomiensis	176.98	176.98	
Liadopsylla	163.492	163.492	
Liadopsylla_apedetica	129.851	129.851	
Liadopsylla_asiatica	165.102	165.102	
Liadopsylla_brevifurcata	163.046	163.046	
Liadopsylla_geinitzi	182.652	182.652	
Liadopsylla_grandis	163.687	160.597	
Liadopsylla_hesperia	92.986	92.986	
Liadopsylla_karatavica	165.532	158.765	
Liadopsylla_longiforceps	162.264	162.264	
Liadopsylla_mongolica	120.213	120.213	
Liadopsylla_obtusa	182.672	182.672	
Liadopsylla_tenuicornis	161.845	157.471	
Liadopsylla_turkestanica	163.517	157.984	
Liaoaphis_furvifemoralis	51.249	51.249	
Liaoxia_longa	117.174	117.174	
Liaoxipsocus_beipiaoensis	157.989	157.989	
Liasocoris_hainmuelleri	182.34	182.34	
Liassocercopis_schnicki	182.382	182.382	
Liassocicada_antecedens	182.929	182.126	
Liassocicada_ignotatus	206.932	202.29	
Liassocicada_mueckei	182.064	182.064	
Liassocorixa_dorsetica	193.227	193.212	
Libanohypselosoma_popovi	126.15	126.15	
Ligavena_gracilipes	121.254	121.254	
Ligyrocoris_exsuctus	36.587	36.587	
Limbopsylla_mortua	14.53	14.53	
Limfjordia	50.716	50.716	
Limfjordia_breineri	53.156	53.156	
Limnacis_hoffeinsi	36.443	36.443	
Limnacis_succini	36.502	36.502	
Limnoporus_wilsoni	53.814	52.95	
Limois_pardalis	11.997	11.997	
Limois_shanwangensis	15.489	12.052	
Linicorixa_odota	128.669	128.669	
Linnaea_abolita	35.62	35.62	
Linnaea_carcerata	34.86	34.86	
Linnaea_evoluta	35.444	35.444	
Linnaea_gravida	35.61	35.61	
Linnaea_holmesii	35.051	35.051	
Linnaea_putnami	34.276	34.276	
Lithecphora_diaphana	34.049	34.049	
Lithecphora_murata	35.786	35.786	
Lithecphora_setigera	36.962	36.962	
Lithecphora_unicolor	35.726	35.726	
Lithochromus_extraneus	34.066	34.066	
Lithochromus_gardneri	36.263	36.263	
Lithochromus_mortuarius	36.157	36.157	
Lithochromus_obstrictus	36.729	36.729	
Lithocicada_perita	35.012	35.012	
Lithocoris_evulsus	36.621	36.621	
Litholygaeus_cretaceus	122.188	122.188	
Lithopsis_delicata	49.607	49.607	
Lithopsis_dubiosa	49.186	49.186	
Lithopsis_elongata	46.381	46.381	
Lithopsis_fimbriata	49.747	46.58	
Lithopsis_lineatus	57.364	57.364	
Lithopsis_major	43.382	43.382	
Lithopsis_punctinervis	57.853	57.853	
Lithopsis_simillima	46.6	46.6	
Lithoscytina_cubitalis	284.238	284.238	
Lithuanicoccus	37.186	34.038	
Lithuanicoccus_damzeni	36.528	34.428	
Lithuanicoccus_kosmowskae	35.555	35.555	
Locrites_copei	35.764	35.067	
Locrites_haidingeri	12.353	11.769	
Locrites_whitei	36.303	36.303	
Longiclavula_calvata	166.011	166.011	
Longilanceolatus_tenellus	126.225	126.225	
Longiradius_foottitti	83.196	76.175	
Longistigma_caryae	10.956	10.956	extant
Loricula_(Eocenophysa)_damzeni	35.506	35.165	
Loricula_(Loricula)_ablusa	34.674	34.674	
Loricula_(Loricula)_ceranowiczae	35.979	35.979	
Loricula_(Loricula)_finitima	34.344	34.344	
Loricula_(Loricula)_polonica	34.262	34.262	
Loricula_(Myrmedobia)_pericarti	35.642	35.642	
Loricula_(Myrmericula)_heissi	35.38	35.38	
Loricula_(Myrmericula)_ocellata	34.268	34.268	
Loricula_(Myrmericula)_perkovskyi	35.313	35.313	
Loricula_(Myrmericula)_samlandi	36.751	36.751	
Luanpingia_longa	157.748	157.748	
Luanpingia_senjituensis	125.685	125.685	
Luculentsalda_maculosa	126.355	125.522	
Ludibrium_ludus	191.14	191.14	
Lufengnacta_corrugis	218.739	218.739	
Lugeilangor_elektrokleistis	35.061	35.061	
Lukotekia	50.204	50.204	
Lukotekia_menae	52.105	52.105	
Lumatibialis_burmitis	94.158	94.158	
Lutetiabates_eckfeldensis	48.21	42.015	
Lutetiacader_petrefactus	46.835	46.835	
Lutevanaphis_permiana	287.131	287.131	
Lycorma	42.902	42.902	
Lyctocoris_terreus	49.795	49.795	
Lyctoferus	34.819	34.819	
Lyctoferus_groehni	35.512	35.338	
Lyctoferus_insertus	34.033	34.033	
Lyctoferus_kupryjanowiczi	37.912	37.912	
Lyctoferus_longicapitus	35.846	35.846	
Lyctoferus_pronotalis	34.571	34.571	
Lyctoferus_similis	34.52	33.949	
Lygaeidae	120.049	2.685	
Lygaeites_acutus	12.159	12.159	
Lygaeites_amabilis	37.675	37.675	
Lygaeites_lividus	12.032	12.032	
Lygaeites_mysteriosus	23.355	23.355	
Lygaeites_obsoletus	12.337	12.337	
Lygaeites_ovalis	11.996	11.996	
Lygaeites_pusillus	11.981	11.981	
Lygaenocoris_prynadai	160.936	160.936	
Lygaeosoma_wagneri	23.708	23.708	
Lygaeus_atavinus	11.75	11.75	
Lygaeus_celasensis	36.845	36.845	
Lygaeus_dasypus	12.664	12.664	
Lygaeus_daulus	13.231	13.231	
Lygaeus_deprehensus	30.754	30.754	
Lygaeus_deucalionis	12.354	12.354	
Lygaeus_elongatiabdominalis	25.989	25.989	
Lygaeus_faeculentus	34.405	34.405	
Lygaeus_fossitius	32.005	32.005	
Lygaeus_mutilus	16.804	16.804	
Lygaeus_obscurellus	24.63	24.63	
Lygaeus_obsolescens	35.395	35.395	
Lygaeus_stabilitus	35.011	34.352	
Lygaeus_tinctus	12.354	12.354	
Lygaeus_ventralis	12.052	12.052	
Lygus_oligocaenica	25.152	25.152	
Lyncuricallis_polonicus	37.223	37.223	
Lyristes_emathion	12.489	12.489	
Lyristes_renei	7.861	7.861	
Lystra_leei	49.734	49.734	
Lystra_richardsoni	50.263	47.131	
Macrocranum_pliozaeni	2.82	2.82	
Macropsini	35.929	34.186	
Macropsis_pectoralis	23.393	23.393	
Macrotettigarcta_obesa	165.457	165.457	
Maculaprosbole_zhengi	158.524	158.524	
Madygenopsyllidium_djailautshoense	233.32	233.32	
Magnacicadia_shaanxiensis	239.318	239.318	
Magnilens_glaesaria	94.775	94.775	
Magrebarcta_africana	114.279	114.279	
Maguviopsis_kotchnevi	235.699	230.144	
Malacopus_wygodzinskyi	16.656	16.656	
Malenavelia_videris	100.872	100.872	
Maleojassus_primitivus	58.262	58.262	
Malmopsylla_karatavica	157.864	157.864	
Manaria_minor	82.839	82.839	
Manocerus_stagnans	14.342	14.342	
Margarodidae	112.704	112.704	
Margaroptilon_brodiei	182.856	182.856	
Margaroptilon_bulleni	180.479	180.479	
Margaroptilon_cuneatum	182.401	182.401	
Margaroptilon_detruncatum	182.563	182.563	
Margaroptilon_formosum	182.963	182.628	
Margaroptilon_germanicum	182.367	182.367	
Margaroptilon_paucisinuatum	182.387	182.387	
Margaroptilon_procerum	182.848	182.848	
Margaroptilon_woodwardi	179.57	179.57	
Maripsocus_ambiguus	275.747	275.747	
Marmyan_barbarae	99.167	99.167	
Martynovocossus_ancylivenius	165.067	165.067	
Martynovocossus_bellus	161.089	160.783	
Martynovocossus_cheni	160.217	160.217	
Martynovocossus_decorus	164.359	164.359	
Martynovocossus_punctulosus	165.364	157.6	
Martynovocossus_strenus	192.451	192.451	
Martynovocossus_turgaiensis	190.049	190.049	
Martynovocossus_zemcuznicovi	181.752	181.752	
Mataeoschistus_limigenus	35.972	35.972	
Matsucoccidae	90.956	90.956	
Matsucoccus	37.581	37.581	
Matsucoccus_apterus	34.268	34.268	
Matsucoccus_crenata	36.712	36.712	
Matsucoccus_electrinus	36.167	35.723	
Matsucoccus_larssoni	35.206	34.39	
Matsucoccus_pinnatus	37.848	34.011	
Matsucoccus_saxonicus	35.376	35.376	
Maueria_intermedia	278.818	278.818	
Maueria_rhynchota	278.975	278.859	
Mecocephala	34.122	34.122	
Mecopodus_xanthos	127.971	127.971	
Megacercopis_optima	17.219	17.219	
Megaleurodes_megocellata	116.204	116.204	
Megalocoris_laticlavus	182.301	182.301	
Megalomytisites_longitibiales	48.869	48.869	
Megantennaphis_hauniensis	37.837	37.837	
Megantennaphis_palaeogenica	34.315	34.315	
Megapodaphis_frontalis	35.637	35.637	
Megapodaphis_hauniae	36.791	34.062	
Megapodaphis_monstrabilis	37.665	36.836	
Megarostrum_azari	126.014	126.014	
Megoniella_multinerva	252.84	252.527	
Megymeninae	49.273	49.273	
Meimuna	2.93	2.93	
Meimuna_incasa	15.008	15.008	
Meimuna_miocenica	15.276	15.276	
Meimuna_protopalifera	22.118	22.118	
Membracidae	41.926	0.113	
Membracites_cristatus	11.768	11.768	
Membracoidea	120.616	3.165	
Mengeaphis_glandulosa	37.41	34.387	
Meropachys_dubius	120.607	120.607	
Mesaleuropsis_venosa	186.433	186.433	
Mesanthocoris_brunneus	113.003	113.003	
Meshemipteron_incertum	197.24	197.24	
Mesoatracis_reducta	183.013	183.013	
Mesoccus_advenus	124.31	124.31	
Mesoccus_lutarius	113.761	113.761	
Mesocicada_verrucosa	191.929	191.929	
Mesocicadella_punctata	225.94	225.94	
Mesocicadella_venosa	208.706	208.706	
Mesocixiella_fennahi	195.194	195.194	
Mesocixiella_shaanxiensis	238.662	238.662	
Mesocixiodes_brachyclada	225.079	223.163	
Mesocixiodes_termioneura	210.025	210.025	
Mesocixius_parvus	221.793	212.359	
Mesocixius_triassicus	209.977	209.977	
Mesococcus_asiatica	192.856	192.856	
Mesocorixa_nanligezhuangensis	120.996	120.996	
Mesocorixa_tenuielythris	149.679	149.577	
Mesodiphthera_dunstani	225.34	225.34	
Mesodiphthera_grandis	218.159	218.159	
Mesodiphthera_prosboloides	213.412	213.412	
Mesogereon_affine	213.559	213.559	
Mesogereon_compressum	216.523	216.523	
Mesogereon_neuropunctatum	224.006	224.006	
Mesogereon_shepherdi	221.896	221.896	
Mesogereon_superbum	222.816	222.816	
Mesohalys_muenzenbergiana	13.63	13.63	
Mesojablonia_kukalovae	236.755	236.194	
Mesojassoides_gigantea	69.895	69.895	
Mesojassula_marginata	220.159	220.159	
Mesojassus_ipsviciensis	217.51	217.51	
Mesoledra_pachyneura	182.799	182.118	
Mesolygaeus	115.07	115.07	
Mesolygaeus_hebeiensis	134.295	134.295	
Mesolygaeus_laiyangensis	139.747	113.086	
Mesolygaeus_naevius	129.618	123.198	
Mesomphalocoris_obtusus	182.897	182.897	
Mesonepa_minor	150.26	149.116	
Mesonepa_primordialis	150.064	145.202	
Mesopentacoris_costalis	164.282	163.38	
Mesopentacoris_orientalis	168.045	168.045	
Mesopyrrhocoris_fasciata	121.194	121.194	
Mesoscytina_australis	243.698	208.711	
Mesoscytina_fistulae	243.877	213.199	
Mesoscytina_magna	216.774	216.774	
Mesoscytina_woodsi	246.224	246.224	
Mesosigara_kryshtofovichi	69.236	69.236	
Mesothymbris_perkinsi	210.311	210.311	
Mesothymbris_woodwardi	223.901	223.901	
Mesotrephes_striata	93.776	90.805	
Mesotubilustrium_asiaticum	160.21	160.21	
Mesovelia_dominicana	16.131	16.131	
Mesoveliidae	150.219	103.222	
Mesozoicaphis_canadensis	82.517	71.895	
Mesozoicaphis_electri	79.474	79.474	
Mesozoicaphis_parva	79.124	79.124	
Mesozoicaphis_tuberculata	83.447	71.436	
Metacanthus_(Megalomerium)_serratum	26.608	23.454	
Metafulgoridium_ampliatum	182.167	182.167	
Metafulgoridium_graptum	182.971	182.971	
Metafulgoridium_spilotum	182.486	182.486	
Metoisops_akingbohungbei	35.903	35.903	
Metoisops_consimilis	37.312	37.312	
Metoisops_grabenhorsti	34.873	34.873	
Metoisops_groehni	37.608	37.608	
Metoisops_intergerivus	35.422	35.422	
Metoisops_kerzhneri	37.608	37.608	
Metoisops_punctatodiffusus	34.395	34.395	
Metoisops_punctatus	37.325	36.172	
Metoisops_variabilis	37.199	37.199	
Metrocephala_anderseni	37.593	34.484	
Metrocephala_schaeferi	34.68	34.68	
Meuniera_haupti	56.367	56.367	
Mezira	47.283	47.283	
Mezira_crassifemur	46.398	46.398	
Mezira_eckfeldensis	45.249	41.552	
Mezira_eocenica	46.23	42.008	
Mezira_parapetrificata	40.888	40.888	
Mezira_petrificata	42.308	41.611	
Mezira_scheveni	18.404	18.404	
Mezira_succinica	34.776	34.776	
Microaradus_anticus	95.31	95.091	
Microelectrona_cladara	35.574	35.574	
Microscytinella_radians	216.4	216.4	
Microvelia_electra	15.888	15.888	
Microvelia_grimaldii	14.482	14.482	
Microvelia_polhemi	17.899	17.899	
Milqartis_azari	127.463	127.463	
Mimamontsecia_cretacea	128.994	128.994	
Mimarachne_mikhailovi	121.517	114.11	
Mimarachnidae	123.769	92.438	
Mindarella_biamoensis	35.976	35.976	
Mindarus_harringtoni	36.192	36.192	
Mindarus_incrustatus	35.907	35.907	
Mindarus_magnus	37.866	33.903	
Mindarus_paratransparens	37.543	37.543	
Mindarus_parvus	34.164	34.164	
Mindarus_recurvus	36.802	36.802	
Mindarus_scudderi	36.775	36.602	
Mindarus_transparens	37.683	34.051	
Mindazerius_dominicanus	16.557	16.557	
Minuta_heteropterata	196.503	196.503	
Minutabythus_jordanicus	111.944	111.944	
Minyscapheus_dominicanus	14.445	14.445	
Minysporops_dominicanus	13.953	13.953	
Miochlorotettix_gibroni	20.058	16.212	
Miochlorotettix_kirkbyi	19.554	16.112	
Miocoris_fagi	34.628	34.628	
Miogonates	17.309	17.309	
Miogonates_subimpunctatus	18.524	18.524	
Miohebrus_anderseni	19.64	19.64	
Miomesamia_juliae	17.197	17.197	
Miomonalonion_conoidifrons	19.178	19.178	
Miotingis_cantalensis	5.679	5.679	
Miracorizus_punctatus	161.389	161.389	
Miracossus_ingentius	127.318	123.307	
Miridae	46.964	21.331	
Mirinae	36.871	34.357	
Mirivena_robusta	158.811	158.811	
Miroculus_laticephalus	128.194	128.194	
Mitchelloneura_permiana	255.743	255.743	
Mixocapsus_eocenicus	35.233	35.233	
Mixorthezia_dominicana	14.78	14.78	
Mixorthezia_kozari	14.632	14.632	
Mnaomaia_bellovaciorum	50.325	50.325	
Mnasthaia_arverniorum	58.792	58.792	
Mnemosyne	17.63	17.63	
Mollitrichosiphum_rubusensis	16.871	16.871	
